,0,1,2
0,0.0,0.118212991316086,0.881787008683914
1,0.0,0.07319804153116477,0.9268019584688352
2,0.0,0.09331030728525018,0.9066896927147499
3,0.0,0.13728086598157685,0.8627191340184232
4,0.0,0.09458680389966974,0.9054131961003302
5,0.0,0.11827983512283265,0.8817201648771673
6,0.0,0.12370721288318332,0.8762927871168168
7,0.0,0.09426151153309442,0.9057384884669056
8,0.0,0.0953534278409276,0.9046465721590724
9,0.0,0.10816812479908501,0.891831875200915
10,0.0,0.1387539472971646,0.8612460527028354
11,0.0,0.07760601337138776,0.9223939866286123
12,0.0,0.06919008936119841,0.9308099106388016
13,0.0,0.1122434146742122,0.8877565853257878
14,0.0,0.07940616881290215,0.9205938311870979
15,0.0,0.13845376355609962,0.8615462364439004
16,0.0,0.07907925696189261,0.9209207430381074
17,0.0,0.12905672333595278,0.8709432766640473
18,0.0,0.11472697826424928,0.8852730217357507
19,0.0,0.11166693719901062,0.8883330628009893
20,0.0,0.15395167936891235,0.8460483206310876
21,0.0,0.13194693257628676,0.8680530674237132
22,0.0,0.14377420732756546,0.8562257926724346
23,0.0,0.13276258221801077,0.8672374177819893
24,0.0,0.07276454661151308,0.9272354533884869
25,0.0,0.09418445758059055,0.9058155424194095
26,0.0,0.14562272868178272,0.8543772713182172
27,0.0,0.10298521383598647,0.8970147861640135
28,0.0,0.07864984920514571,0.9213501507948543
29,0.0,0.09677742980530174,0.9032225701946983
30,0.0,0.13484731278137949,0.8651526872186205
31,0.0,0.0,1.0
32,0.0,0.0,1.0
33,0.0,0.0,1.0
34,0.0,0.0,1.0
35,0.0,0.0,1.0
36,0.0,0.0,1.0
37,0.0,0.0,1.0
38,0.0,0.0,1.0
39,0.0,0.0,1.0
40,0.0,0.0,1.0
41,0.0,0.0,1.0
42,0.0,0.0,1.0
43,0.0,0.0,1.0
44,0.0,0.0,1.0
45,0.0,0.0,1.0
46,0.0,0.0,1.0
47,0.0,0.0,1.0
48,0.0,0.0,1.0
49,0.0,0.0,1.0
50,0.0,0.0,1.0
51,0.0,0.0,1.0
52,0.0,0.0,1.0
53,0.0,0.0,1.0
54,0.0,0.0,1.0
55,0.0,0.0,1.0
56,0.0,0.0,1.0
57,0.0,0.0,1.0
58,0.0,0.0,1.0
59,0.0,0.0,1.0
60,0.0,0.0,1.0
61,0.0,0.0,1.0
62,0.1549962653202817,0.0,0.8450037346797182
63,0.15853470302795325,0.0,0.8414652969720469
64,0.1692281249499539,0.0,0.8307718750500461
65,0.1704920478417734,0.0,0.8295079521582265
66,0.14873334297363577,0.0,0.8512666570263643
67,0.12426020478367131,0.0,0.8757397952163287
68,0.17151705595683847,0.0,0.8284829440431615
69,0.15384296363639924,0.0,0.8461570363636007
70,0.13771644052893914,0.0,0.8622835594710608
71,0.12231793204208317,0.0,0.8776820679579167
72,0.15678527869154543,0.0,0.8432147213084545
73,0.1591337783329993,0.0,0.8408662216670006
74,0.137817428704656,0.0,0.862182571295344
75,0.12323508848759554,0.0,0.8767649115124044
76,0.14848932008966464,0.0,0.8515106799103354
77,0.15115544482701793,0.0,0.8488445551729821
78,0.17762940733082183,0.0,0.8223705926691781
79,0.14717372316260752,0.0,0.8528262768373925
80,0.17155229038377667,0.0,0.8284477096162234
81,0.1344878292874913,0.0,0.8655121707125086
82,0.18593941995350677,0.0,0.8140605800464932
83,0.12747605289564448,0.0,0.8725239471043555
84,0.10794041111526398,0.0,0.892059588884736
85,0.15154937697555357,0.0,0.8484506230244464
86,0.14442997787989978,0.0,0.8555700221201002
87,0.1702811624344612,0.0,0.8297188375655388
88,0.1464828922375007,0.0,0.8535171077624993
89,0.16440046254616944,0.0,0.8355995374538306
90,0.17635920344477293,0.0,0.8236407965552272
91,0.11024970899910505,0.0,0.889750291000895
92,0.15661466361360823,0.0,0.8433853363863918
93,0.3062346532113939,0.0,0.693765346788606
94,0.33269098236108663,0.0,0.6673090176389134
