	0	1	2
0	0.30132473	0.016558573	0.6821166
1	0.4017293	0.044630166	0.55364054
2	0.51907027	0.033165995	0.4477637
3	0.41879845	0.032964755	0.5482369
4	0.5942395	0.03825725	0.36750332
5	0.48957285	0.04341853	0.46700865
6	0.4255254	0.03402334	0.5404512
7	0.1718024	0.0033382366	0.8248593
8	0.5598661	0.04649204	0.3936419
9	0.53189814	0.040080898	0.42802092
10	0.21053393	0.004589822	0.7848762
11	0.6465757	0.022034584	0.33138973
12	0.5882253	0.031494617	0.38028005
13	0.23314449	0.0073653953	0.7594901
14	0.27475205	0.0113706635	0.71387726
15	0.65801746	0.012668421	0.32931417
16	0.21538176	0.0040135044	0.7806047
17	0.25816724	0.012271754	0.729561
18	0.6444479	0.011924116	0.343628
19	0.38788047	0.050591532	0.56152797
20	0.5959622	0.033654664	0.37038314
21	0.45921874	0.04203517	0.4987461
22	0.4456369	0.036729626	0.5176335
23	0.34884137	0.018761715	0.63239694
24	0.3191379	0.01517783	0.6656843
25	0.2878486	0.01155974	0.7005916
26	0.43380275	0.044626765	0.52157044
27	0.6413563	0.023542928	0.3351008
28	0.24042264	0.00785653	0.7517208
29	0.632952	0.041021742	0.32602626
30	0.43426153	0.05688939	0.5088491
31	0.49298137	0.039687242	0.46733132
32	0.37861136	0.030876053	0.5905125
33	0.538015	0.03860366	0.42338136
34	0.27984828	0.01661184	0.70353997
35	0.34679443	0.02120846	0.63199717
36	0.6294727	0.017286237	0.3532411
37	0.64009476	0.029032595	0.33087268
38	0.64454406	0.013136183	0.34231973
39	0.4301738	0.03659955	0.5332266
40	0.5219217	0.032119527	0.4459588
41	0.31905097	0.018238207	0.6627108
42	0.41305065	0.036783222	0.55016613
43	0.6547664	0.023863921	0.32136962
44	0.320369	0.017877143	0.6617539
45	0.65831137	0.012549654	0.32913893
46	0.46288037	0.045575436	0.49154413
47	0.5786938	0.03238519	0.388921
48	0.34210235	0.021215035	0.6366827
49	0.5611097	0.032955322	0.40593493
50	0.33551905	0.030573377	0.6339076
51	0.21414271	0.003400826	0.78245646
52	0.46468017	0.041403007	0.49391675
53	0.58708656	0.039954267	0.37295914
54	0.51874757	0.033806592	0.44744587
55	0.20634952	0.0026977547	0.79095274
56	0.4518312	0.033925615	0.51424325
57	0.2837355	0.016114946	0.7001495
58	0.40773827	0.034414727	0.557847
59	0.2670929	0.015207008	0.71770006
60	0.49187183	0.03733959	0.47078857
61	0.41434583	0.040423438	0.5452307
62	0.45454153	0.0410734	0.5043851
63	0.57356215	0.025069365	0.4013684
64	0.30235404	0.018261386	0.6793846
65	0.636093	0.014619696	0.34928727
66	0.4915432	0.03250641	0.4759504
67	0.6404422	0.021051252	0.33850655
68	0.5964124	0.03269967	0.37088794
69	0.42954534	0.044584006	0.5258706
70	0.5092004	0.043079842	0.44771972
71	0.2485085	0.005923388	0.7455681
72	0.40247202	0.026069041	0.57145894
73	0.21823528	0.0038659396	0.7778988
74	0.59517825	0.029151369	0.3756704
75	0.54101956	0.03399524	0.42498514
76	0.62131613	0.01852094	0.36016294
77	0.626377	0.019983586	0.35363945
78	0.54940575	0.026896771	0.42369747
79	0.49937502	0.032381468	0.4682435
80	0.29063812	0.015240473	0.6941214
81	0.64375013	0.012585179	0.3436647
82	0.29185313	0.013478288	0.6946686
83	0.39818978	0.027937274	0.57387304
84	0.33462057	0.018229531	0.6471499
85	0.6489307	0.007811408	0.3432578
86	0.59257686	0.028691871	0.3787313
87	0.57013804	0.025853053	0.4040089
88	0.6330057	0.012212661	0.35478172
89	0.27040136	0.007887883	0.7217108
90	0.42645937	0.031158261	0.54238236
